Export Sales Query System,,,,,,,,,,,,,
Export Sales Data by Date/Commodity,,,,,,,,,,,,,
From: 01/01/2017 To: 10/17/2019,,,,,,,,,,,,,
Source: USDA/FAS/Export Sales Reporting,,,,,,,,,,,,,
10/17/2019,,,,,,,CMY,CMY,CMY,CMY,NMY,NMY,
,,,,,Weekly,Accumulated,Outstanding,Gross,Net,Total,Outstanding,Net,
,,,,,,,,,,,,,
Date,,,Commodity,Country,Exports,Exports,Sales,New Sales,Sales,Commitment,Sales,Sales,Unit Desc
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,FRANCE,0,"66,000",0,0,0,"66,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,GERMANY,0,"436,875",0,0,0,"436,875",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,GUATEMALA,0,"5,385",0,0,0,"5,385",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,HONG KONG,0,125,0,0,0,125,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,INDIA,0,"1,185",0,0,0,"1,185",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,INDONESIA,"70,480","946,442","292,151","21,166","46,068","1,238,593",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,ISRAEL,0,"30,862",0,0,0,"30,862",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,ITALY,124,"148,267","33,000",124,124,"181,267",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,JAPAN,"19,070","908,362","571,218","44,087","57,539","1,479,580","25,445",160,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,"KOREA, REPUBLIC OF","2,372","467,457","198,850",0,0,"666,307",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,LEEWARD-WINDWARD ISLANDS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,MALAYSIA,"5,672","139,598","63,151","10,899","10,899","202,749",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,MEXICO,"97,357","1,520,769","985,239","79,927","78,847","2,506,008","112,000","70,000",Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,MOROCCO,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,NETHERLANDS,"147,694","1,028,728",0,"21,923","142,249","1,028,728",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,NICARAGUA,0,0,"2,000",0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,PAKISTAN,0,"263,443","73,000",0,0,"336,443",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,PANAMA,0,"12,935","11,400","6,000","6,000","24,335",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,PERU,0,"66,566",500,0,0,"67,066",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,PHILIPPINES,"2,163","55,807","28,304","1,350","1,234","84,111",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SINGAPORE,0,"17,210",144,0,0,"17,354",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SPAIN,"56,610","604,451",0,0,"-3,390","604,451","60,000",0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,TAIWAN,"19,036","653,877","297,505","10,605","10,605","951,382",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,THAILAND,"11,492","720,854","90,689","14,215","14,191","811,543",0,0,Metric Tons
01/26/2017,,,Soybeans,TUNISIA,0,"188,620",0,0,0,"188,620",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,TURKEY,"32,726","232,360",0,"2,726","32,726","232,360",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,VENEZUELA,0,"5,400","6,000",0,0,"11,400",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,VIETNAM,"10,447","407,989","38,248","2,442",435,"446,237",0,0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,EUROPEAN UNION - 27,"204,428","2,516,416","33,000","22,047","138,983","2,549,416","60,000",0,Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,KNOWN,"1,448,199","38,824,380","7,915,615","512,307","1,037,274","46,739,995","584,350","193,065",Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,UNKNOWN,0,0,"3,647,724","197,930","-490,070","3,647,724","548,000","158,000",Metric Tons
,,,,,,,,,,,,,
01/26/2017,,,Soybeans,GRAND TOTAL,"1,448,199","38,824,380","11,563,339","710,237","547,204","50,387,719","1,132,350","351,065",Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,BANGLADESH,"56,399","338,279","119,500","2,899","57,899","457,779",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,BARBADOS,0,"13,303","8,000",0,0,"21,303",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,BURMA,892,"5,796",46,0,-20,"5,842",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,CANADA,"2,714","127,617","4,139","1,109","1,109","131,756","1,905",0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","1,009,574","29,449,489","4,064,577","63,507","259,862","33,514,066","385,000",0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,COLOMBIA,"5,500","182,145","55,740","23,500","29,500","237,885",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,COSTA RICA,0,"117,898","140,485","2,500","2,500","258,383",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,CUBA,"7,201","21,601","33,500",0,-799,"55,101",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,DOMINICAN REPUBLIC,0,104,0,0,0,104,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,EGYPT,0,"177,242","66,000",0,0,"243,242",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,EL SALVADOR,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,FRANCE,"132,582","198,582",0,"1,682","132,582","198,582",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,GERMANY,0,"436,875",0,0,0,"436,875",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,GUATEMALA,0,"5,385",0,0,0,"5,385",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,HONG KONG,21,146,0,21,21,146,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,INDIA,0,"1,185",0,0,0,"1,185",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,INDONESIA,"27,684","974,126","275,814","12,804","11,347","1,249,940",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,ISRAEL,0,"30,862",0,0,0,"30,862",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,ITALY,"32,560","180,827",0,82,-440,"180,827",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,JAPAN,"44,280","952,642","575,392","39,538","48,454","1,528,034","25,785",340,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,"KOREA, REPUBLIC OF","3,235","470,692","196,367","1,277",752,"667,059",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,LEEWARD-WINDWARD ISLANDS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,MALAYSIA,"5,477","145,075","57,771",97,97,"202,846",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,MEXICO,"63,723","1,584,492","1,027,081","110,565","105,565","2,611,573","112,000",0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,MOROCCO,0,0,"21,000",0,"21,000","21,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,NETHERLANDS,0,"1,028,728",0,"9,685",0,"1,028,728",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,NICARAGUA,0,0,"2,000",0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,PAKISTAN,"67,144","330,587",0,0,"-5,856","330,587",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,PANAMA,0,"12,935","11,400",0,0,"24,335",0,0,Metric Tons
02/02/2017,,,Soybeans,PERU,0,"66,566",500,0,0,"67,066",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,PHILIPPINES,"1,175","56,982","28,853","1,724","1,724","85,835",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SINGAPORE,42,"17,252",102,0,0,"17,354",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SPAIN,0,"604,451",0,0,0,"604,451","60,000",0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,TAIWAN,"87,218","741,095","209,468","4,307",-819,"950,563",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,THAILAND,"8,388","729,242","88,267","6,056","5,966","817,509",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,TUNISIA,0,"188,620",0,0,0,"188,620",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,TURKEY,0,"232,360","27,000",0,"27,000","259,360",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,VENEZUELA,0,"5,400","6,000",0,0,"11,400",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,VIETNAM,"10,336","418,325","32,938","5,026","5,026","451,263",0,0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,EUROPEAN UNION - 27,"165,142","2,681,558",0,"11,449","132,142","2,681,558","60,000",0,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,KNOWN,"1,566,145","40,390,525","7,051,940","286,379","702,470","47,442,465","584,690",340,Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,UNKNOWN,0,0,"3,405,863","301,200","-241,861","3,405,863","677,000","129,000",Metric Tons
,,,,,,,,,,,,,
02/02/2017,,,Soybeans,GRAND TOTAL,"1,566,145","40,390,525","10,457,803","587,579","460,609","50,848,328","1,261,690","129,340",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,BANGLADESH,0,"338,279","119,500",0,0,"457,779",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,BARBADOS,0,"13,303","8,000",0,0,"21,303",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,BURMA,0,"5,796",46,0,0,"5,842",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,CANADA,"1,201","128,818","6,503","3,565","3,565","135,321","1,905",0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","816,235","30,265,724","3,510,657","99,263","262,315","33,776,381","385,000",0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,COLOMBIA,"15,142","197,287","47,440","6,842","6,842","244,727",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,COSTA RICA,0,"117,898","140,485",0,0,"258,383","15,500","15,500",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,CUBA,0,"21,601","33,500",0,0,"55,101",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,DOMINICAN REPUBLIC,0,104,0,0,0,104,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,EGYPT,0,"177,242","132,000","66,000","66,000","309,242",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,EL SALVADOR,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,GERMANY,0,"436,875","152,388","152,388","152,388","589,263",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,GUATEMALA,0,"5,385",0,0,0,"5,385",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,HONG KONG,0,146,0,0,0,146,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,INDIA,0,"1,185",0,0,0,"1,185",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,INDONESIA,"28,901","1,003,027","255,966","15,775","9,053","1,258,993",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,ISRAEL,0,"30,862",0,0,0,"30,862",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,ITALY,0,"180,827",0,0,0,"180,827",0,0,Metric Tons
02/09/2017,,,Soybeans,JAPAN,"47,850","1,000,492","551,301","20,756","23,759","1,551,793","127,675","101,890",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,"KOREA, REPUBLIC OF","1,225","471,917","195,415",336,273,"667,332",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,MALAYSIA,44,"145,119","60,397","2,735","2,670","205,516",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,MEXICO,"46,960","1,631,452","994,149","39,899","14,028","2,625,601","136,000","24,000",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,MOROCCO,0,0,"21,000",0,0,"21,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,NETHERLANDS,0,"1,028,728",0,0,0,"1,028,728",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,NICARAGUA,0,0,"2,000",0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,PAKISTAN,0,"330,587",0,0,0,"330,587",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,PANAMA,0,"12,935","11,400",0,0,"24,335",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,PERU,"6,838","73,404",500,0,"6,838","73,904",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,PHILIPPINES,"1,972","58,954","29,839","2,958","2,958","88,793",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,SINGAPORE,0,"17,252",102,0,0,"17,354",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,SPAIN,"71,451","675,902",0,"6,451","71,451","675,902","60,000",0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,TAIWAN,"80,743","821,838","208,431","20,832","79,706","1,030,269",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,THAILAND,"8,045","737,287","81,628","1,406","1,406","818,915",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,TUNISIA,0,"188,620",0,0,0,"188,620",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,TURKEY,0,"232,360","27,000",0,0,"259,360",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,VENEZUELA,"5,401","10,801",0,0,-599,"10,801",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,VIETNAM,"6,140","424,465","38,495","11,957","11,697","462,960",0,0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,EUROPEAN UNION - 27,"71,451","2,753,009","152,388","158,839","223,839","2,905,397","60,000",0,Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,KNOWN,"1,138,148","41,528,673","6,628,142","451,163","714,350","48,156,815","726,080","141,390",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,UNKNOWN,0,0,"3,581,472","631,000","175,609","3,581,472","743,000","66,000",Metric Tons
,,,,,,,,,,,,,
02/09/2017,,,Soybeans,GRAND TOTAL,"1,138,148","41,528,673","10,209,614","1,082,163","889,959","51,738,287","1,469,080","207,390",Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,BANGLADESH,"53,200","391,479","119,500","53,200","53,200","510,979",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,BARBADOS,0,"13,303","8,000",0,0,"21,303",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,BURMA,0,"5,796",46,0,0,"5,842",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,CANADA,"1,042","129,860","7,158","1,768","1,697","137,018","1,905",0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","339,410","30,605,134","3,446,135","147,431","274,888","34,051,269","385,000",0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,COLOMBIA,"19,787","217,074","40,240","3,317","12,587","257,314",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,COSTA RICA,0,"117,898","140,485",0,0,"258,383","15,500",0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,CUBA,0,"21,601","33,500",0,0,"55,101",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,DOMINICAN REPUBLIC,0,104,0,0,0,104,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,EGYPT,0,"177,242","132,000",0,0,"309,242",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,EL SALVADOR,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
02/16/2017,,,Soybeans,GERMANY,0,"436,875","152,388",0,0,"589,263",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,GUATEMALA,0,"5,385",0,0,0,"5,385",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,HONG KONG,63,209,0,63,63,209,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,INDIA,0,"1,185",0,0,0,"1,185",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,INDONESIA,"94,919","1,097,946","223,291","17,011","62,244","1,321,237",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,ISRAEL,0,"30,862",0,0,0,"30,862",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,ITALY,84,"180,911",0,84,84,"180,911",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,JAPAN,"114,583","1,115,075","469,070","5,829","32,352","1,584,145","132,382","4,707",Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,"KOREA, REPUBLIC OF","58,688","530,605","120,947","1,654","-15,780","651,552",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,MALAYSIA,"3,767","148,886","56,630",0,0,"205,516",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,MEXICO,"119,560","1,751,012","1,017,837","152,882","143,248","2,768,849","160,000","24,000",Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,MOROCCO,"22,000","22,000",0,"1,000","1,000","22,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,NETHERLANDS,"76,181","1,104,909",0,"21,181","76,181","1,104,909",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,NICARAGUA,0,0,"2,000",0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,PAKISTAN,0,"330,587",0,0,0,"330,587",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,PANAMA,0,"12,935","11,400",0,0,"24,335",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,PERU,0,"73,404",500,0,0,"73,904",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,PHILIPPINES,"14,241","73,195","17,318","1,720","1,720","90,513",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,RUSSIAN FEDERATION,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,SINGAPORE,0,"17,252",102,0,0,"17,354",0,0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,SPAIN,0,"675,902",0,0,0,"675,902","60,000",0,Metric Tons
,,,,,,,,,,,,,
02/16/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
